"cell_type","MALAT1","RPL13","RPS2","RPL10","RPL13A","RPS6","RPS18","RPS27","RPL32","RPS14","B2M","RPL3","RPS19","RPS12","RPS4X","RPS3","TMSB4X","RPLP2","RPL11","RPL21","RPL18A","RPL19","RPLP1","RPS3A","RPL34","RPS15","RPS15A","RPS27A","RPL31","RPL28","RPL23A","TMSB10","RPL12","RPL15","RPL18","RPL27A","RPS8","RPL7","RPS23","RPS25","RPL26","RPL10A","RPS9","RPS16","RPL6","RPL9","RPS5","RPL35A","RPL29","RPL8","RPS13","RPS7","RPL14","RPL36","RPL30","RPS28","HLA-B","EEF1A1","RPL35","TPT1","RPL5","ACTB","MT-CO1","FAU","GNB2L1","RPL7A","RPSA","RPS20","RPL4","UBA52","HLA-A","FTL","MT-CO3","RPL37A","RPL27","RPLP0","PTMA","HLA-C","EEF1D","RPS26","RPL37","MT-CO2","NACA","RPS24","PFN1","RPL24","EIF1","JUNB","RPS11","RPS10","MT-ND4","MT-CYB","RPS29","FTH1","EEF1B2","RPS21","RPL36A","COX4I1","RPL38","LTB","CD52","ARHGDIB","MT-ND2","PFDN5","RPL17","MT-ND1","GLTSCR2","CFL1","BTG1","RPL22","BTF3","SERF2","NPM1","SH3BGRL3","RPL23","HNRNPA1","PABPC1","LDHB","RPL41","RPL36AL","ACTG1","CD3D","SLC25A6","H3F3B","IL32","UBC","CCL5","MYL12A","HLA-E","UBB","CORO1A","EEF2","TOMM7","CD3E","CYBA","DDX5","PTPRCAP","FXYD5","TMEM66","IER2","S100A4","ATP5L","OAZ1","HCST","JUN","EIF3K","ATP5G2","S100A6","CD8B","COX7C","ATP5E","GAPDH","TMA7","NOSIP","MT-ATP6","COMMD6","ITM2B","MYL6","YBX1","HINT1","SNRPD2","VIM","CD7","LIMD2","EDF1","DUSP1","GMFG","PPDPF","GPSM3","SRP14","GYPC","CIRBP","C6orf48","IFITM2","PSME1","CALM1","EIF3H","SRSF5","CD37","HSPA8","RAC2","AES","SSR2","EIF3F","CHCHD2","OST4","GIMAP7","ARPC3","ARPC1B","NKG7","PPIA","EIF4A2","ARPC2","C19orf43","UQCR11","S100A10","UXT","EVL","EIF3L","TXNIP","MZT2B","ATP5D","ZFAS1","EMP3","SSR4","HNRNPA2B1","EIF3E","HSP90AA1","APRT","FOS","CD48","TSC22D3","CD27","CTSW","VAMP2","NDUFA4","PNRC1","HNRNPDL","UQCRH","GNLY","COX6B1","ZFP36","MT-ND5","MYL12B","EIF3G","UBXN1","HIGD2A","RGS10","ATP5O","ERP29","CNBP","ISG20","ATP6V1G1","ALDOA","LAPTM5","NAP1L1","COX6C","ANAPC16","LCK","SOD1","RPSAP58","LSP1","GZMM","CAPZB","C19orf53","EIF4A1","NDUFB11","CUTA","HMGN1","RARRES3","ZFP36L2","HMGB1","LY6E","SMDT1","PSMA7","S100B","TRAF3IP3","C11orf31","ARL6IP4","MIF","NDUFS5","C12orf57","CXCR4","TCEB2","ST13","PCBP2","NFKBIA","CCNI","GUK1","NBEAL1","GPX4","ENO1","CCDC85B","HSP90AB1","ACAP1","NEDD8","RBM3","IFITM1","SERP1","UBE2D2","TAGLN2","IL2RG","C9orf16","COX5B","SAP18","LAMTOR4","UBL5","PSME2","SKP1","RP11-291B21.2","SNHG8","ISCU","UBE2D3","NDUFA11","HNRNPA0","FBL","DRAP1","GTF3A","ID2","SF3B5","PRR13","ATP6V0E1","CD8A","KLF2","TSTD1","TPI1","NDUFB9","CCND3","VAMP8","CD99","SUMO2","NDUFB8","ICAM3","ANP32B","SELL","SLC25A3","CD74","COX6A1","TRMT112","IL7R","COX7A2","HSPB1","TBC1D10C","NDUFA13","PARK7","JTB","UCP2","SEPT1","PCBP1","COTL1","CALM3","ATPIF1","LAT","SLC25A5","POLR2L","ATP5A1","CLIC1","CALM2","RPL39","PRDX2","PEBP1","SEPT7","DUSP2","CD53","EIF3D","RSL1D1","GSTK1","SRSF3","C9orf142","PPP1CA","TPM3","NDFIP1","NDUFA1","LSM7","UFC1","COX7A2L","SPCS1","NDUFB2","CIB1","ALKBH7","HNRNPK","LEPROTL1","SNHG7","NUCB2","TMEM258","MZT2A","PIK3IP1","MORF4L1","ARPC5","FLT3LG","RAN","PNISR","COPE","C4orf3","TRAPPC1","C19orf60","RABAC1","TBCA","OCIAD2","CD3G","CNN2","FKBP8","TSPO","ATP5H","SCAND1","SRSF7","BRK1","WDR83OS","TMBIM6","PRMT2","PSMB1","YWHAB","UQCRQ","PRKCQ-AS1","GPX1","ATP6V1F","PGK1","KRT10","STK17A","PRDX6","POLD4","GSTP1","EIF3M","LITAF","UQCR10","PPA1","HNRNPC","PTPRC","ATP5J","SON","PSMB9","C11orf58","CSTB","MRPS21","LDHA","BIN2","PPIB","ATP5J2","NHP2L1","ITGB2","SNRPB","BIN1","LSM4","PPP1R15A","COX8A","ATP5F1","PTGES3","BTG2","RHOA","SEPW1","KRTCAP2","PRELID1","C1QBP","SEC62","RWDD1","CD2","CCR7","PSMB8","COX5A","MYEOV2","GADD45GIP1","AIF1","C9orf78","DNAJB1","LEF1","NHP2","ATP5G3","CD44","MPHOSPH8","NDUFB10","FYB","FIS1","TUBA1B","LBH","TUBA1A","SYF2","GZMA","CRIP1","DDT","SUN2","GLRX","HNRNPM","HLA-F","PKM","SEPT9","TMEM59","TMEM230","CHCHD10","CAP1","ECH1","PRDX5","CD69","ERGIC3","SSU72","EID1","SERBP1","GZMK","DAD1","CMPK1","RNASET2","PAIP2","ATP5B","CST7","H2AFZ","PSMC5","CCDC109B","PA2G4","RASGRP2","MINOS1","RPS19BP1","C19orf70","TMEM123","TUFM","MT-ND3","AURKAIP1","U2AF1","VPS28","DDIT4","MRPL23","RBM39"
"cytotoxic",33,28,28,18,25,19,29,22,12,11,24,18,21,21,9,20,17,17,12,28,17,14,13,17,20,13,12,12,17,12,13,8,10,16,10,4,15,12,8,8,9,8,6,3,5,3,10,6,6,10,5,9,5,8,5,3,10,8,12,3,6,8,4,9,7,5,3,6,4,4,11,2,6,3,3,5,8,11,4,4,8,5,4,6,6,2,8,4,3,1,3,5,4,4,1,4,4,3,2,7,6,1,2,1,0,3,3,4,2,3,1,1,0,5,1,1,5,1,2,4,1,1,2,2,5,0,2,3,2,3,3,5,1,1,0,4,1,1,2,0,1,1,4,1,4,1,1,0,1,2,1,3,1,1,1,1,1,0,4,3,0,1,1,3,0,3,1,2,2,0,1,0,0,2,3,2,1,1,0,0,2,1,0,0,1,1,0,0,0,0,1,0,2,0,1,2,1,1,1,1,1,0,0,1,0,2,1,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,2,0,0,0,2,1,1,1,0,1,1,0,0,1,0,0,3,1,0,1,0,0,2,1,0,4,0,0,2,0,0,0,0,1,0,0,3,0,3,0,3,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,2,1,0,0,2,0,1,0,1,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,1,1,1,0,0,2,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1
"cytotoxic",49,28,28,31,21,23,24,18,16,21,14,19,18,15,20,23,15,22,16,15,11,16,13,11,14,10,9,12,9,12,5,16,9,5,9,9,6,12,9,8,6,10,7,12,6,10,9,9,2,12,9,9,3,4,4,9,7,4,14,9,9,3,5,5,5,8,2,9,15,7,2,7,6,3,3,4,6,4,11,6,4,3,7,7,0,2,3,1,4,4,4,1,1,2,1,5,7,2,1,4,3,2,1,2,2,2,3,0,2,2,1,2,4,0,2,1,1,0,1,2,0,1,3,1,2,1,0,2,1,2,0,1,1,2,0,3,1,0,0,1,0,2,1,1,0,1,2,1,1,1,2,1,0,2,0,1,3,0,1,3,0,0,0,3,2,3,4,0,0,0,2,1,1,0,0,0,1,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,2,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"cytotoxic",65,16,17,13,14,7,9,14,9,12,25,15,12,8,10,12,22,5,4,10,7,11,5,3,6,8,11,3,5,10,12,7,5,9,3,9,5,8,5,6,7,6,5,8,7,3,1,4,3,7,6,4,8,2,4,7,14,8,4,7,4,2,12,6,1,9,1,2,1,5,14,4,6,3,5,4,3,13,7,2,4,6,2,1,6,1,4,0,4,1,2,5,1,4,1,1,2,1,2,0,0,1,3,1,1,0,2,3,1,3,1,3,3,2,1,3,0,0,0,0,2,0,2,1,0,1,17,3,1,1,3,1,1,3,4,2,5,0,1,2,4,0,5,2,1,1,2,6,1,1,1,0,0,1,2,1,1,0,1,4,2,3,2,0,0,0,1,3,1,1,2,0,0,1,2,1,0,1,1,1,2,0,1,0,1,3,0,1,0,15,1,0,1,2,2,0,1,2,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,3,1,1,0,0,1,9,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"cytotoxic",59,48,41,32,34,26,29,22,32,21,13,17,22,17,16,23,5,27,20,20,25,10,18,14,4,12,14,15,24,16,13,10,13,13,19,18,9,4,16,11,16,7,12,10,7,14,17,16,9,8,13,10,14,13,11,14,5,9,10,10,7,1,1,7,6,10,6,5,4,7,4,2,3,6,12,2,3,4,7,7,4,4,4,2,2,3,2,2,5,6,4,3,3,4,7,5,4,4,5,2,1,3,3,3,3,2,1,0,2,1,3,4,8,1,1,3,3,2,7,4,0,1,1,1,3,2,1,1,1,5,0,1,4,0,1,2,1,3,1,0,0,1,1,0,0,1,0,3,2,0,1,2,1,1,0,2,1,0,1,3,0,1,2,0,0,0,1,2,1,1,0,0,1,1,0,3,0,2,1,1,0,0,3,0,1,1,0,2,0,0,0,1,0,2,0,0,3,0,1,1,0,0,3,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,3,1,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,0,0,3,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"cytotoxic",56,31,18,21,21,11,18,16,13,17,17,15,13,13,18,18,19,17,7,10,12,6,13,6,10,10,17,6,9,11,10,12,7,10,11,9,9,8,6,3,10,4,5,3,6,10,6,17,4,8,8,7,9,13,5,6,8,9,8,6,1,5,7,6,7,3,4,6,5,6,6,9,6,4,6,3,2,8,2,6,3,4,1,1,9,3,3,7,0,4,4,3,3,7,4,5,2,1,1,1,4,3,3,2,3,0,2,3,2,0,3,1,4,3,1,1,2,1,2,2,2,4,3,3,1,7,6,2,0,2,3,1,1,1,2,1,0,1,2,2,5,0,0,0,8,0,1,5,0,0,3,2,2,0,3,1,2,1,1,1,2,1,1,1,1,3,1,2,2,1,0,3,0,2,2,0,1,0,1,0,2,2,2,2,3,0,1,0,1,2,0,1,1,0,2,1,0,4,0,0,1,2,0,1,1,1,0,1,1,2,2,2,0,5,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3,1,0,2,0,1,0,1,2,2,1,1,1,0,0,0,0,3,3,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,1,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,2,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0
"cytotoxic",53,30,28,37,21,22,17,23,19,28,23,17,12,22,15,19,11,17,16,23,17,12,18,15,19,16,8,12,9,7,11,12,9,7,14,10,2,13,12,14,14,8,7,7,12,10,8,11,9,6,10,6,12,8,9,9,6,8,3,13,6,6,7,6,6,5,6,7,4,5,5,1,8,7,6,6,8,1,4,4,5,2,7,5,2,2,4,3,3,3,4,0,4,4,3,4,2,3,5,10,2,2,4,3,2,6,2,2,5,1,1,3,3,2,1,2,1,2,1,6,1,4,1,1,4,0,0,2,3,2,2,3,0,1,1,3,0,2,4,0,4,2,1,2,2,3,2,0,7,1,3,1,0,3,1,1,3,2,1,3,1,7,3,1,1,2,0,0,2,0,0,1,0,0,0,1,2,0,0,1,1,0,1,4,1,1,1,2,0,0,2,0,0,2,1,0,0,1,0,5,2,2,0,0,1,1,0,0,0,0,1,1,2,0,0,1,3,0,1,0,1,0,0,1,1,2,4,0,0,1,0,1,1,1,0,2,2,2,2,2,0,1,1,1,0,2,1,0,1,1,1,0,2,1,0,0,1,1,2,1,1,0,2,0,0,0,0,1,0,2,1,0,1,2,0,1,1,1,0,0,0,0,1,2,1,0,1,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,2,0,0,0,2,0,0,0,0,2,1,2,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
"cytotoxic",57,8,18,17,17,13,17,12,10,16,29,9,10,7,12,5,26,7,9,15,11,11,7,4,10,6,6,10,3,10,7,8,4,7,7,5,5,7,5,5,9,7,4,6,9,7,1,4,4,4,2,3,8,4,1,5,10,2,3,4,4,16,4,5,3,2,2,2,2,2,7,4,2,3,4,2,4,8,3,3,2,6,0,4,5,0,6,0,0,2,1,2,3,4,1,1,2,1,1,0,3,0,2,2,2,2,0,8,3,1,3,3,1,8,1,3,0,0,0,1,1,2,3,3,3,1,14,2,0,3,3,10,1,1,7,2,3,2,0,0,4,2,1,1,0,0,2,5,0,0,0,3,4,0,1,0,2,3,0,1,2,0,0,0,0,0,1,1,1,3,0,2,0,0,1,2,1,0,0,0,0,1,3,0,2,2,1,0,1,10,1,3,1,1,1,0,1,1,1,0,1,0,0,0,1,2,0,0,2,0,1,0,0,3,0,0,2,1,0,7,2,1,2,2,0,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,1,2,1,0,3,1,0,1,0,0,0,2,2,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
"cytotoxic",79,33,24,23,30,29,32,33,25,26,30,25,24,21,26,23,18,20,20,27,14,23,12,23,20,19,13,23,13,11,23,10,20,17,9,22,11,16,11,15,14,8,13,12,15,12,13,13,9,12,10,7,17,8,9,16,14,12,12,12,6,14,10,10,10,7,10,6,6,8,6,2,7,7,4,6,9,7,5,14,6,5,7,4,10,8,3,5,2,7,2,3,4,5,6,8,4,5,3,3,1,4,6,6,4,3,1,4,1,2,2,5,4,4,1,3,1,1,4,4,0,3,2,0,7,1,5,4,1,2,1,2,2,4,2,4,2,2,2,0,0,1,1,4,2,3,3,0,1,5,2,2,1,1,2,4,3,1,2,1,4,6,3,0,0,1,1,3,1,5,2,1,2,0,1,1,0,3,6,0,0,0,1,0,0,3,3,1,1,0,1,1,0,1,1,3,3,1,0,1,3,1,0,0,1,1,1,0,1,0,2,1,0,2,1,0,0,0,1,0,1,0,3,2,0,0,1,2,0,1,1,0,0,1,0,1,0,0,1,2,3,2,2,1,1,2,1,0,0,4,1,3,0,0,0,0,3,0,2,0,1,2,2,2,0,2,0,0,1,0,0,1,1,0,2,3,1,0,2,1,0,0,2,0,1,0,0,0,0,2,0,1,2,3,0,0,0,1,0,0,4,2,2,1,1,1,1,1,1,1,0,2,1,2,1,0,1,2,1,1,3,2,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,1,1,0,0,1,2,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,2,1,3,1,0,3,1,0,0,0,1,0,1,0,0,0,0,2,0,2,0,1,1,1,0,1,3,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
"cytotoxic",60,33,21,23,18,22,16,27,15,19,18,23,14,13,13,16,14,14,20,17,17,15,18,18,25,12,12,14,13,6,9,8,11,12,12,8,11,13,11,5,7,12,6,10,5,6,11,9,7,4,12,9,4,7,9,7,5,6,8,2,8,7,5,4,5,3,4,4,0,6,5,7,3,4,2,3,9,3,5,3,4,8,7,4,1,1,3,10,1,3,2,5,7,2,4,2,2,2,4,2,4,4,3,4,2,0,7,0,3,2,5,2,3,0,1,2,5,2,0,0,0,2,2,1,1,2,0,1,0,1,1,8,3,1,1,1,0,2,2,0,4,1,1,1,1,0,0,0,2,0,3,0,2,1,0,2,1,0,3,1,1,0,0,0,0,1,2,0,1,0,1,0,1,0,0,1,1,2,1,1,0,1,3,2,4,1,0,1,0,0,1,2,0,1,2,1,1,0,2,0,2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,0,1,0,0,0,2,0,1,1,0,0,0,1,0,1,2,0,1,0,1,0,2,1,0,0,1,1,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,2,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,2,0,0,1,2,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,4,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"cytotoxic",58,43,42,33,30,27,35,28,27,19,20,25,23,29,28,32,17,24,24,27,24,22,30,16,24,15,21,15,27,16,15,13,18,14,21,13,7,14,19,13,12,12,10,11,15,11,14,20,9,10,5,10,12,8,18,9,9,11,8,9,9,11,5,8,13,6,8,12,4,9,8,9,2,6,7,7,3,2,5,6,3,5,5,7,5,9,4,1,1,5,2,5,8,3,6,5,8,5,3,3,6,0,1,1,5,2,6,7,4,2,3,5,4,3,0,2,3,1,3,2,1,2,3,5,6,1,0,0,1,3,5,4,2,2,3,2,3,1,4,0,1,6,2,0,2,0,2,2,2,2,1,1,3,1,2,1,1,2,1,0,0,2,0,2,0,0,0,0,0,1,1,2,1,0,1,1,1,1,4,1,2,0,1,3,0,3,2,3,2,0,1,2,1,0,0,0,2,1,2,1,1,0,1,1,0,0,2,1,1,1,0,0,0,0,0,1,1,0,2,0,0,1,0,2,1,0,0,3,1,0,0,0,1,3,1,1,0,2,4,0,2,1,2,0,0,0,3,2,1,1,1,2,0,1,1,2,0,2,1,1,0,0,4,1,0,0,1,1,0,2,1,1,1,1,2,0,1,1,1,2,0,0,2,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,1,2,0,0,0,0,0,3,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,2,0,0,1,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"cytotoxic",43,49,38,38,27,25,32,20,26,26,22,30,26,26,25,18,14,16,22,19,22,19,17,19,13,15,8,12,12,9,9,15,17,14,13,12,14,6,12,11,8,11,9,12,14,11,14,11,9,9,12,3,16,6,10,11,12,9,13,12,9,8,8,11,6,8,6,7,4,4,5,6,8,5,7,4,4,5,8,2,5,1,7,0,5,1,3,4,4,5,1,4,5,8,5,4,4,11,5,3,1,2,4,6,8,3,1,4,5,4,3,7,3,1,1,2,3,2,0,3,1,2,1,5,0,2,0,1,2,5,2,1,2,3,2,1,1,0,1,1,0,4,1,2,1,0,2,1,1,4,3,2,2,3,0,4,1,0,1,1,2,2,1,4,1,2,1,1,2,2,2,0,1,0,0,0,1,3,0,1,0,1,1,0,2,1,0,0,0,0,1,3,1,1,1,1,0,0,1,1,1,2,2,0,1,0,2,0,0,1,0,3,0,1,1,4,3,2,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,3,1,2,1,0,1,1,0,2,0,1,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,1,0,4,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,0,0,3,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
